,tokens,ner_tags
537,"['We', 'are', 'speaking', 'of', 'a', 'drug-trafficking', 'route', 'that', 'moves', '$100', 'billion', 'a', 'year', 'and', 'which', 'leads', 'to', 'the', 'largest', 'market', 'in', 'the', 'world', ',', 'as', 'well', 'as', 'the', 'largest', 'consumer', 'of', 'these', 'substances', ',', 'the', 'United', 'States', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O']"
538,"['Consider', 'this:', '$100', 'billion', 'across', 'our', 'territories', 'along', 'with', 'a', 'veritable', 'arsenal', 'of', 'weapons', 'to', 'protect', 'this', 'amount', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539,"['That', 'means', '$100', 'billion', 'dollars', 'that', 'can', 'corrupt', 'public', 'and', 'private', 'officials', ',', 'destroy', 'our', 'social', 'fabric', 'and', 'leave', 'behind', 'them', 'a', 'daily', 'wake', 'of', 'chaos', 'and', 'death', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
540,"['How', 'therefore', 'can', 'countries', 'such', 'as', 'El', 'Salvador', 'with', 'a', 'gross', 'domestic', 'product', 'of', 'about', '$22', 'billion', ',', 'or', 'a', 'country', 'such', 'as', 'Honduras', 'with', 'roughly', '$15', 'billion', ',', 'or', 'Guatemala', 'which', 'barely', 'reaches', '$40', 'billion', ',', 'deal', 'with', 'this', 'enemy', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
541,"['Not', 'even', 'a', 'large', 'country', 'such', 'as', 'Mexico', 'can', 'successfully', 'wage', 'this', 'battle', 'on', 'its', 'own', 'in', 'dealing', 'with', 'this', 'terrorist', 'strength', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
542,"['It', 'is', 'not', 'scepticism', 'that', 'leads', 'me', 'to', 'speak', 'this', 'way', 'but', 'rather', 'a', 'sense', 'of', 'realism', 'in', 'keeping', 'with', 'the', 'reality', 'experienced', 'by', 'Central', 'American', 'peoples', 'on', 'a', 'daily', 'basis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
543,"['I', 'wish', 'to', 'draw', 'attention', 'to', 'this', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
544,"['The', 'international', 'community', 'must', 'understand', 'that', 'it', 'is', 'also', 'affected', 'by', 'this', 'problem', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
545,"['No', 'nation', 'on', 'this', 'planet', 'is', 'spared', 'this', 'problem', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
546,"['There', 'are', 'drug', 'users', 'in', 'every', 'nation', 'in', 'the', 'world', ',', 'who', 'get', 'their', 'drugs', 'from', 'the', 'criminal', 'drug-trafficking', 'networks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
547,"['That', 'means', 'that', 'the', 'fight', 'against', 'organized', 'crime', 'is', 'a', 'common', 'struggle', 'and', ',', 'in', 'that', 'regard', ',', 'I', 'wish', 'to', 'make', 'a', 'special', 'and', 'hopeful', 'call', 'upon', 'the', 'people', 'and', 'Government', 'of', 'the', 'United', 'States', 'resolutely', 'to', 'lead', 'us', 'in', 'this', 'the', 'good', 'fight', 'against', 'drug-trafficking', 'and', 'organized', 'crime', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
548,"['I', 'believe', 'that', 'the', 'Government', 'of', 'the', 'United', 'States', 'must', 'lead', 'us', 'in', 'the', 'struggle', 'with', 'great', 'resolve', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
549,"['It', 'must', 'make', 'the', 'commitment', 'and', 'apply', 'all', 'its', 'economic', ',', 'human', ',', 'technological', 'and', 'political', 'resources', 'in', 'waging', 'the', 'struggle', ',', 'which', 'is', 'indeed', 'the', 'harshest', 'war', 'to', 'affect', 'our', 'continent', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
550,"['The', 'violence', 'that', 'is', 'fuelled', 'by', 'drugs', 'trafficking', 'and', 'by', 'its', 'machinery', 'of', 'death', 'has', 'taken', 'more', 'lives', 'in', 'Mesoamerica', 'than', 'conflicts', 'that', 'occur', 'elsewhere', 'on', 'this', 'planet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
551,"['That', 'is', 'why', 'I', 'wish', 'to', 'draw', 'attention', 'to', 'and', 'invite', 'all', 'Members', 'to', 'focus', 'on', 'this', 'shocking', 'fact', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
552,"['We', 'require', 'the', 'firm', 'resolve', 'of', 'our', 'great', 'North', 'American', 'neighbour', 'in', 'order', 'to', 'strike', 'the', 'necessary', 'blows', 'to', 'weaken', 'and', 'end', 'this', 'criminal', 'phenomenon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
553,"['Naturally', ',', 'that', 'does', 'not', 'mean', 'that', 'our', 'countries', 'will', 'in', 'any', 'way', 'shirk', 'their', 'share', 'of', 'the', 'responsibility', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
554,"['We', 'shall', 'continue', 'to', 'strengthen', 'our', 'institutions', ',', 'to', 'reform', 'our', 'security', 'forces', ',', 'to', 'strengthen', 'our', 'presence', 'on', 'the', 'ground', 'in', 'order', 'to', 'protect', 'our', 'young', 'people', 'from', 'criminal', 'gangs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
555,"['At', 'the', 'regional', 'level', 'we', 'are', 'working', 'together', 'and', 'have', 'undertaken', 'significant', 'steps', 'in', 'a', 'common', 'undertaking', 'by', 'sharing', 'strategies', 'and', 'tasks', 'with', 'Mexico', ',', 'Colombia', 'and', 'the', 'United', 'States', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'I-LOC', 'O', 'O', 'I-LOC', 'I-LOC', 'O']"
556,"['Of', 'course', ',', 'these', 'are', 'truly', 'difficult', 'challenges', 'that', 'lie', 'ahead', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
557,"['Many', 'of', 'these', 'challenges', 'were', 'referred', 'to', 'by', 'the', 'President', 'of', 'Mexico', '—', 'the', 'fight', 'against', 'money-laundering', ',', 'disarmament', ',', 'crime', 'prevention', ',', 'an', 'effective', 'judiciary', '—', 'and', 'will', 'require', 'the', 'reform', 'of', 'our', 'judicial', 'organs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
558,"['Inevitably', ',', 'organized', 'crime', 'has', 'infiltrated', 'the', 'organs', 'of', 'the', 'State', ',', 'in', 'particular', 'the', 'judiciary', 'and', 'the', 'police', 'forces', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
559,"['That', 'is', 'why', 'we', 'must', 'wage', 'a', 'strong', 'fight', 'in', 'order', 'to', 'clean', 'up', 'those', 'institutions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
560,"['But', 'the', 'consumer', 'countries', ',', 'in', 'this', 'case', 'chiefly', 'the', 'United', 'States', ',', 'are', 'morally', 'responsible', 'in', 'this', 'struggle', 'that', 'must', 'be', 'seen', 'not', 'only', 'as', 'a', 'criminal', 'problem', 'but', 'also', 'as', 'a', 'matter', 'of', 'public', 'health', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
561,"['While', 'drugs', 'consumption', 'and', 'narcotics', 'use', 'grow', ',', 'the', 'business', 'of', 'drugs', 'trafficking', 'will', 'remain', 'powerful', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
562,"['In', 'short', ',', 'we', 'call', 'once', 'again', 'for', 'North', 'American', 'leadership', 'in', 'this', 'common', 'struggle', 'that', 'we', 'are', 'waging', 'alongside', 'Mexico', ',', 'Colombia', 'and', 'all', 'of', 'Central', 'America', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'I-LOC', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O']"
563,"['Struggles', 'such', 'as', 'these', ',', 'which', 'are', 'being', 'waged', 'across', 'the', 'American', 'continent', ',', 'once', 'again', 'show', 'how', 'important', 'it', 'is', 'to', 'have', 'a', 'strong', 'and', 'united', 'America', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O']"
564,"['Unity', 'is', 'a', 'necessary', 'prerequisite', 'in', 'order', 'to', 'meet', 'our', 'common', 'goals', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
565,"['Given', 'this', 'need', ',', 'I', 'now', 'wish', 'to', 'refer', 'to', 'the', 'blockade', 'against', 'the', 'Republic', 'of', 'Cuba', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'I-LOC', 'O']"
566,"['We', 'believe', 'that', 'this', 'blockade', 'is', 'an', 'anachronism', 'from', 'a', 'past', 'page', 'of', 'history', 'that', 'we', 'wish', 'to', 'turn', 'once', 'and', 'for', 'all', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
567,"['Essentially', 'a', 'blockade', 'against', 'Cuba', 'is', 'a', 'step', 'towards', 'disunity', '.']","['O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
568,"['It', 'is', 'a', 'stumbling', 'block', 'on', 'the', 'road', 'of', 'history', 'that', 'weakens', 'us', 'as', 'a', 'continent', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
569,"['At', 'the', 'start', 'of', 'my', 'statement', 'I', 'spoke', 'of', 'the', 'leadership', 'that', 'our', 'peoples', 'expect', 'from', 'us', 'in', 'these', 'difficult', 'times', ',', 'of', 'the', 'courage', 'that', 'we', 'need', 'in', 'order', 'to', 'face', 'the', 'challenges', 'that', 'extend', 'beyond', 'our', 'borders', 'and', 'also', 'of', 'this', 'great', 'opportunity', 'before', 'us', 'now', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
570,"['Let', 'us', 'show', 'that', 'leadership', ',', 'from', 'the', 'smallest', 'country', ',', 'such', 'as', 'my', 'own', ',', 'to', 'the', 'great', 'Powers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
571,"['Let', 'us', 'show', 'an', 'unequivocal', 'will', 'to', 'achieve', 'peace', ',', 'social', 'justice', 'and', 'the', 'well-being', 'of', 'the', 'men', 'and', 'women', 'who', 'place', 'their', 'faith', 'in', 'us', ',', 'in', 'particular', 'in', 'times', 'such', 'as', 'these', 'when', 'crisis', 'once', 'again', 'threatens', 'our', 'peoples', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
572,"['Let', 'us', 'not', 'fail', 'them', 'once', 'more', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
573,"['We', 'should', 'not', 'favour', 'those', 'in', 'power', 'who', 'triggered', 'the', 'crisis', 'but', 'rather', 'the', 'weakest', ',', 'who', 'are', 'affected', 'by', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
574,"['In', 'the', 'beginning', ',', 'there', 'were', '51', 'nations', 'committed', 'to', 'international', 'peace', 'and', 'security', ',', 'sharing', 'the', 'common', 'goal', 'of', 'developing', 'friendly', 'relations', 'among', 'nations', ',', 'and', 'promoting', 'social', 'progress', ',', 'better', 'living', 'standards', 'and', 'human', 'rights', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
575,"['Today', ',', 'the', '51', 'nations', 'of', 'the', 'first', 'session', 'of', 'the', 'General', 'Assembly', 'have', 'become', '192', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
576,"['Today', ',', 'the', 'General', 'Assembly', 'really', 'is', 'the', 'town', 'hall', 'meeting', 'of', 'the', 'world', '.']","['O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
577,"['On', 'behalf', 'of', 'the', '27', 'States', 'members', 'of', 'the', 'European', 'Union', '(', 'EU', ')', ',', 'I', 'bring', 'a', 'message', 'of', 'cooperation', 'and', 'partnership', '—', 'a', 'message', 'that', 'our', 'Union', 'is', 'open', 'to', 'the', 'outside', 'world', '.']","['O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
578,"['Globalization', 'is', 'good', '.']","['O', 'O', 'O', 'O']"
579,"['Through', 'globalization', ',', 'hundreds', 'of', 'millions', 'of', 'people', 'have', 'been', 'lifted', 'out', 'of', 'poverty', ';', 'information', ',', 'ideas', 'and', 'inventions', 'shared', ';', 'goods', 'and', 'services', 'provided', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
580,"['It', 'all', 'moves', 'quickly', 'from', 'one', 'country', 'to', 'another', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
581,"['We', 'prosper', 'from', 'this', '.']","['O', 'O', 'O', 'O', 'O']"
582,"['It', 'enlightens', 'us', '.']","['O', 'O', 'O', 'O']"
583,"['It', 'helps', 'us', 'to', 'understand', 'the', 'ways', 'of', 'other', 'parts', 'of', 'the', 'world', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
584,"['At', 'the', 'same', 'time', ',', 'globalization', 'means', 'that', 'one', 'nation', ""'s"", 'problems', 'will', 'also', 'come', 'knocking', 'at', 'the', 'doors', 'of', 'other', 'nations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
585,"['Pandemics', ',', 'food', 'crises', ',', 'organized', 'crime', ',', 'trafficking', 'in', 'drugs', 'and', 'humans', ',', 'terrorism', 'and', 'violent', 'ideologies', 'are', 'no', 'longer', 'limited', 'by', 'borders', 'and', 'no', 'longer', 'only', 'one', 'nation', ""'s"", 'problem', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
586,"['And', 'so', ',', 'we', 'have', 'to', 'manage', 'the', 'risks', 'and', 'threats', 'that', 'follow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
587,"['In', 'this', 'work', ',', 'we', 'need', 'the', 'United', 'Nations', 'broad-based', 'legitimacy', 'for', 'international', 'actions', 'and', 'norms', 'to', 'coordinate', 'our', 'efforts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
588,"['And', 'the', 'United', 'Nations', ',', 'for', 'its', 'part', ',', 'has', 'to', 'adapt', 'in', 'order', 'to', 'stay', 'relevant', 'and', 'to', 'be', 'able', 'to', 'address', 'the', 'issues', 'before', 'us', '.']","['O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
589,"['The', 'European', 'Union', 'wishes', 'to', 'contribute', 'to', 'these', 'efforts', '.']","['O', 'I-ORG', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
590,"['We', 'welcome', 'the', 'declared', 'wish', 'of', 'the', 'United', 'States', 'to', 'work', 'together', 'with', 'others', 'in', 'multilateral', 'institutions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
591,"['This', 'opens', 'the', 'door', 'to', 'a', 'promising', 'new', 'era', 'in', 'international', 'cooperation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
592,"['We', 'are', 'facing', 'one', 'of', 'the', 'biggest', 'challenges', 'of', 'our', 'generation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
593,"['Our', 'world', 'has', 'a', 'fever', ',', 'and', 'the', 'fever', 'is', 'rising', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
594,"['In', 'the', 'most', 'vulnerable', 'of', 'the', 'world', ""'s"", 'nations', ',', 'the', 'consequences', 'of', 'climate', 'change', 'will', 'be', 'alarming', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
595,"['Starvation', ',', 'severe', 'flooding', 'and', 'climate', 'migration', 'will', 'be', 'a', 'reality', 'even', 'if', 'we', 'keep', 'to', 'the', 'two-degree', 'target', 'set', 'by', 'the', 'United', 'Nations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O']"
596,"['No', 'doubt', ',', 'developed', 'countries', 'will', 'have', 'to', 'lead', 'the', 'fight', 'against', 'climate', 'change', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
597,"['By', '2020', ',', 'we', 'will', 'have', 'to', 'reduce', 'emissions', 'by', '25', 'to', '40', 'per', 'cent', 'from', '1990', 'levels', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
598,"['But', 'if', 'emissions', 'are', 'to', 'peak', 'by', 'no', 'later', 'than', '2020', ',', 'to', 'be', 'reduced', 'by', 'at', 'least', '50', 'per', 'cent', 'by', '2050', 'and', 'to', 'continue', 'to', 'decline', 'thereafter', ',', 'our', 'efforts', 'alone', 'will', 'not', 'be', 'enough', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
599,"['The', 'developing', 'countries', 'need', 'our', 'help', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
600,"['They', 'need', 'our', 'help', 'to', 'pay', 'the', 'bill', 'that', 'we', ',', 'through', 'our', 'emissions', ',', 'have', 'contributed', 'to', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
601,"['That', 'is', 'why', 'the', 'European', 'Union', 'last', 'week', 'agreed', 'to', 'start', 'discussions', 'on', 'how', 'much', 'climate', 'financing', 'is', 'needed', 'in', 'developing', 'countries', '.']","['O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
602,"['That', 'is', 'why', 'we', 'are', 'taking', 'concrete', 'steps', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
603,"['That', 'is', 'why', 'we', 'are', 'putting', 'one', 'more', 'brick', 'into', 'the', 'negotiations', ',', 'and', 'urge', 'other', 'developed', 'countries', 'to', 'do', 'the', 'same', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
604,"['At', 'the', 'meeting', 'of', 'the', 'leaders', 'of', 'the', 'G-8', 'and', 'the', 'Major', 'Economies', 'Forum', 'in', 'Italy', 'this', 'summer', ',', 'there', 'was', 'agreement', 'on', 'the', 'two-degree', 'target', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
605,"['Now', ',', 'we', 'need', 'to', 'see', 'increased', 'commitment', 'and', 'concrete', 'mid-term', 'targets', 'from', 'developed', 'as', 'well', 'as', 'developing', 'countries', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
606,"['If', 'we', 'want', 'our', 'children', 'and', 'their', 'children', 'to', 'experience', 'nature', 'as', 'we', 'know', 'it', ',', 'we', 'must', 'act', 'now', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
607,"['And', 'every', 'nation', 'or', 'group', 'of', 'nations', 'has', 'to', 'do', 'its', 'part', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
608,"['The', 'EU', 'is', 'willing', 'to', 'do', 'its', 'part', '.']","['O', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
609,"['We', 'will', 'reduce', 'our', 'emissions', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
610,"['We', 'will', 'promote', 'low', 'carbon', 'growth', ',', 'contribute', 'our', 'fair', 'share', 'of', 'financing', 'and', 'support', 'adaptation', 'worldwide', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
